Geography,Total_Population_15_Years_And_Over,Now_married_Except_Separated_15_Years_And_Over,Widowed_15_Years_And_Over,Divorced_Population_15_Years_And_Over,Separated_Population_15_Years_And_Over,Never_Married_Estimate_Population_15_Years_And_Over,Total_Males_15_Years_And_Over,Now_Married_Males_15_Years_And_Over,Widowed_Males_15_Years_And_Over,Divorced_Males_15_Years_And_Over,Separated_Males_15_Years_And_Over,Never_Married_Males_15_Years_And_Over,Total_Males_15_Years_And_Over_15_To_19_Years,Now_Married_Except_Separated_Males_15_To_19_Years,Widowed_Males_15_To_19_Years,Divorced_Males_15_To_19_Years,Separated_Males_15_To_19_Years,Never_Married_Males_15_To_19_Years,Total_Males_20_To_34_Years,Now_Married_Except_Separated_Males_20_To_34_Years,Widowed_Males_20_To_34_Years,Divorced_Males_20_To_34_Years,Separated_Males_20_To_34_Years,Never_Married_Males_20_To_34_Years,Total_Males_35_To_44_Years,Now_Married_Males_35_To_44_Years,Widowed_Males_35_To_44_Years,Divorced_Males_35_To_44_Years,Separated_Males_35_To_44_Years,Never_Married_Males_35_To_44_Years,Total_Males_45_To_54_Years,Now_Married_Except_Separated_Males_15_Years_And_Over_45_To_54_Years,Widowed_Males_45_To_54_Years,Divorced_Males_45_To_54_Years,Separated_Males_45_To_54_Years,Never_Married_Males_45_To_54_Years,Total_Males_55_To_64_Years,Now_Married_Except_Separated_Males_55_To_64_Years,Widowed_Males_55_To_64_Years,Divorced_Males_55_To_64_Years,Separated_Males_55_To_64_Years,Never_Married_Males_55_To_64_Years,Total_Males_65_Years_And_Over,Now_Married_Except_Separated_Males_65_Years_And_Over,Widowed_Males_65_Years_And_Over,Divorced_Males_65_Years_And_Over,Separated_Males_65_Years_And_Over,Never_Married_65_Years_And_Over,Total_Females_15_Years_And_Over,Now_Married_Except_Separated_Females_15_Years_And_Over,Widowed_Females_15_Years_And_Over,Divorced_Females_15_Years_And_Over,Separated_Females_15_Years_And_Over,Never_Married_Females_15_Years_And_Over,Total_Females_15_To_19_Years,Now_Married_Except_Separated_Females_15_To_19_Years,Widowed_Females_15_To_19_Years,Divorced_Females_15_To_19_Years,Separated_Females_15_To_19_Years,Never_Married_Females_15_To_19_Years,Total_Females_20_To_34_Years,Now_Married_Except_Separated_Females_20_To_34_Years,Widowed_Females_20_To_34_Years,Divorced_Females_20_To_34_Years,Separated_Females_20_To_34_Years,Never_Married_Females_20_To_34_Years,Total_Females_35_To_44_Years,Now_Married_Except_Separated_Females_35_To_44_Years,Widowed_Females_35_To_44_Years,Divorced_Females_35_To_44_Years,Separated_Females_35_To_44_Years,Never_Married_Females_35_To_44_Years,Total_Females_45_To_54_Years,Now_Married_Except_Separated_Females_45_To_54_Years,Widowed_Females_45_To_54_Years,Divorced_Females_45_To_54_Years,Separated_Females_45_To_54_Years,Never_Married_Females_45_To_54_Years,Total_Females_55_To_64_Years,Now_Married_Except_Separated_55_To_64_Years,Widowed_Females_55_To_64_Years,Divorced_Females_55_To_64_Years,Separated_Females_55_To_64_Years,Never_Married_Females_55_To_64_Years,Total_Females_65_Years_And_Over,Now_Married_Except_Separated_Females_65_Years_And_Over,Widowed_Females_65_Years_And_Over,Divorced_Females_65_Years_And_Over,Separated_Females_65_Years_And_Over,Never_Married_Females_65_Years_And_Over,Total_Population_One_Race,Now_Married_Except_Separated_One_Race,Widowed_One_Race,Divorced_One_Race,Separated_One_Race,Never_Married_One_Race,Total_Population_White,Now_Married_Except_Separated_White,Widowed_White,Divorced_White,Separated_White,Never_Married_White,Total_Population_Black,Now_Married_Except_Separated_Black,Widowed_Black,Divorced_Black,Separated_Black,Never_Married_Black,Total_Population_American_Indian_And_Alaska_Native,Now_Married_Except_Separated_American_Indian_And_Alaska_Native,Widowed_American_Indian_And_Alaska_Native,Divorced_American_Indian_And_Alaska_Native,Separated_American_Indian_And_Alaska_Native,Never_Married_American_Indian_And_Alaska_Native,Total_Population_Asian,Now_Married_Except_Separated_Asian,Widowed_Asian,Divorced_Asian,Separated_Asian,Never_Married_Asian,Total_Population_Native_Hawaiian_And_Other_Pacific_Islander,Now_Married_Except_Separated_Native_Hawaiian_And_Other_Pacific_Islander,Widowed_Native_Hawaiian_And_Other_Pacific_Islander,Divorced_Native_Hawaiian_And_Other_Pacific_Islander,Separated_Native_Hawaiian_And_Other_Pacific_Islander,Never_Married_Native_Hawaiian_And_Other_Pacific_Islander,Total_Population_Some_Other_Race,Now_Married_Except_Separated_Some_Other_Race,Widowed_Some_Other_Race,Divorced_Some_Other_Race,Separated_One_Race_Some_Other_Race,Never_Married_Some_Other_Race,Total_Population_Two_Or_More_Races,Now_Married_Except_Separated_Two_Or_More_Races,Widowed_Two_Or_More_Races,Divorced_Two_Or_More_Races,Separated_Two_Or_More_Races,Never_Married_Two_Or_More_Races,Total_Hispanic_Or_Latino_Origin,Now_Married_Except_Separated_Hispanic_Or_Latino_Origin,Widowed_Estimate_Hispanic_Or_Latino_Origin,Divorced_Hispanic_Or_Latino_Origin,Separated_Hispanic_Or_Latino_Origin,Never_Married_Hispanic_Or_Latino_Origin,Total_White_Not_Hispanic_Or_Latino,Now_Married_Except_Separated_White_Not_Hispanic_Or_Latino,Widowed_White_Not_Hispanic_Or_Latino,Divorced_White_Not_Hispanic_Or_Latino,Separated_White_Not_Hispanic_Or_Latino,Never_Married_White_Not_Hispanic_Or_Latino,Total_Population_Native,Now_Married_Except_Separated_Native,Widowed_Native,Divorced_Native,Separated_Native,Never_Married_Native,Total_Population_Foreign_Born,Now_Married_Except_Separated_Foreign_Born,Widowed_Estimate_Foreign_Born,Divorced_Foreign_Born,Separated_Foreign_Born,Never_Married_Foreign_Born,Total_LABOR_FORCE_PARTICIPATION_Males,Now_Married_Except_Separated_LABOR_FORCE_PARTICIPATION_Males,Widowed_LABOR_FORCE_PARTICIPATION_Males,Divorced_LABOR_FORCE_PARTICIPATION_Males,Separated_LABOR_FORCE_PARTICIPATION_Males,Never_Married_LABOR_FORCE_PARTICIPATION_Males,Total_Males_In_Labor_Force,Now_Married_Except_Separated_Males_In_Labor_Force,Widowed_Males_In_Labor_Force,Divorced_Males_In_Labor_Force,Separated_Males_In_Labor_Force,Never_Married_Males_In_Labor_Force,Total_LABOR_FORCE_PARTICIPATION_Females,Now_Married_Except_Separated_LABOR_FORCE_PARTICIPATION_Females,Widowed_LABOR_FORCE_PARTICIPATION_Females,Divorced_LABOR_FORCE_PARTICIPATION_Females,Separated_LABOR_FORCE_PARTICIPATION_Females,Never_Married_LABOR_FORCE_PARTICIPATION_Females,Total_Females_In_Labor_Force,Now_Married_Except_Separated_Females_In_Labor_Force,Widowed_Females_In_Labor_Force,Divorced_Females_In_Labor_Force,Separated_Females_In_Labor_Force,Never_Married_Females_In_Labor_Force,Percent_Imputed
New York,15966726,45,6.2,8.6,2.7,37.5,7642287,47.6,2.6,7.2,2.2,40.5,682299,0.6,0,0,0.1,99.3,2060956,23.1,0.1,1.7,1,74.2,1264085,59.4,0.4,7.7,3,29.6,1386899,64,0.9,12,3.4,19.7,1123618,68.1,2.4,13,3.2,13.3,1124430,67.2,13.6,9.1,2.2,7.9,8324439,42.6,9.5,9.9,3.2,34.8,652406,0.9,0,0,0.1,98.9,2076461,28.9,0.2,2.6,1.9,66.4,1312818,59.3,0.9,10.4,4.9,24.6,1469504,59.5,2.9,15.5,5.4,16.6,1242297,56.9,8.3,17.8,4.1,12.9,1570953,36.9,40.2,11.8,2.1,9.1,15637882,45.2,6.3,8.6,2.7,37.2,10680477,49.1,6.9,9,2,33,2433459,28.3,6,9.2,4.9,51.6,57611,34.5,5.6,11.9,4.3,43.8,1233092,56.6,4.1,4.1,1.4,33.8,5815,44.2,3.3,5,3.6,43.8,1227428,34.8,3.3,8.4,5.4,48.1,328844,32.5,3.8,8.5,3.6,51.7,2669001,35.6,3.9,8.9,4.8,46.8,9502802,50.3,7.2,9,1.8,31.7,11803917,41.9,6.3,8.8,2.3,40.8,4162809,53.7,6.1,8.1,3.9,28.2,7513744,48.4,2.6,7.3,2.2,39.4,5181765,52.4,0.9,7.1,2.2,37.4,8203539,43.2,9.7,10,3.3,33.8,4827422,45.2,3,11.2,3.7,36.8,4.3
North Carolina,7748502,49.6,6.3,10.6,3.1,30.3,3730668,52,2.5,9.3,2.8,33.4,338054,1,0,0,0.1,99,969222,31.3,0.1,3.4,2.1,63.2,649942,63,0.4,11.3,4.1,21.2,664438,64.4,1.1,15.7,4.3,14.5,555325,70.9,2.8,15.1,3,8.2,553687,72.9,12.4,9.2,1.8,3.6,4017834,47.4,9.8,11.8,3.5,27.5,319057,1.9,0,0.1,0.1,97.9,967459,37.6,0.3,4.6,3.5,54.1,672110,61.1,1.1,14,6.1,17.7,700860,61.6,3.4,18.6,4.9,11.5,616875,61.4,8.9,19.3,3.4,7,741473,42.5,40.8,11.7,1.3,3.7,7629968,49.9,6.3,10.6,3.1,30.1,5541565,55.3,6.6,10.6,2.6,25,1624832,31.3,6.5,11.8,5,45.4,87505,39,6.2,12.4,4.7,37.7,172815,62.4,3.2,4.2,1.1,29.1,4086,48.7,3.1,12.5,2.3,33.4,199165,45.5,1.2,4.7,3.9,44.6,118534,33.7,3.4,10.5,3.2,49.3,544585,47.3,1.7,5.5,3.7,41.8,5231378,55.6,6.8,10.9,2.5,24.1,7064532,48.8,6.6,11.1,3.1,30.4,683970,58.1,3.2,5.6,3,30.1,3664306,53,2.6,9.4,2.8,32.2,2534413,56.6,0.8,9.1,2.9,30.6,3957924,48.1,9.9,12,3.5,26.4,2315727,49.7,3.1,13.6,4.2,29.4,2.7
North Dakota,561346,52.8,6.1,9.2,0.9,31.1,284232,52.6,2.3,8.9,0.8,35.4,24925,1,0,0,0.3,98.7,84472,31.9,0.1,3.1,0.5,64.3,39969,66.1,0.2,12.2,1.2,20.2,47768,66,1.1,16.6,1.2,15.1,43621,73.9,1.7,14.1,1,9.2,43477,73.6,11.9,8.2,0.5,5.7,277114,52.9,9.9,9.6,0.9,26.6,23006,1.5,0,0.2,0,98.3,73192,42.3,0,4.9,1,51.8,36747,70.2,1,13.1,1.9,13.7,46801,72.8,1.9,16.6,1.4,7.3,41595,71.8,6.5,14.6,0.8,6.3,55773,45.9,42.2,8,0.2,3.6,553841,53.1,6.1,9.3,0.8,30.7,511710,54.3,6.4,9.2,0.7,29.3,6828,37.6,1.7,4.5,4.8,51.4,25349,31.8,4,13.2,2.1,48.8,6277,52.2,1,4.7,0.7,41.4,277,69.7,0,3.2,0,27.1,3400,55.3,0.2,7.3,0.2,36.9,7505,27.9,2.5,7.8,1.8,60.1,10650,46.5,0.9,7.4,1.2,44,505703,54.4,6.5,9.2,0.7,29.2,544644,52.6,6.2,9.4,0.8,31,16702,57.1,3.5,4,1.4,33.9,280250,53.3,2.4,9,0.8,34.5,210100,55.3,0.8,9.1,0.8,33.9,272776,53.8,10.1,9.8,0.9,25.4,179569,56.1,2.7,11.3,1.1,28.8,2.3
Ohio,9330914,48.8,6.6,12,1.8,30.8,4508127,50.9,2.9,10.8,1.6,33.8,414086,0.4,0,0,0.1,99.4,1102350,28.8,0.1,3.6,1.2,66.3,723050,61.4,0.4,13.6,2.7,21.9,834828,63.4,1.1,18.1,2.4,15,723813,69,2.5,17.5,1.9,9.1,710000,70.6,14,10.2,0.9,4.4,4822787,46.9,10,13.1,2,28,393931,0.8,0,0,0.1,99,1101800,35,0.2,5.4,2.3,57.1,733862,62,0.9,16.2,3.9,17,864954,62.8,2.9,19.8,3,11.6,771594,62,8.1,20.4,1.8,7.8,956646,41.4,40.4,13,0.6,4.6,9195651,49.1,6.6,12,1.8,30.5,7864818,52.1,6.8,11.9,1.6,27.6,1083242,25.9,6,14,3.8,50.3,17681,39.3,5.6,19.1,3.5,32.6,161380,61.8,3,4.3,1,29.9,1906,48.8,7.2,14,2.7,27.2,66624,40.7,2.3,10.4,3,43.6,135263,30.2,3.6,11.1,2.6,52.4,247487,41,2.8,10,2.8,43.4,7706789,52.3,6.9,11.9,1.5,27.3,8899810,48.2,6.6,12.2,1.8,31.1,431104,61.1,5.9,7.2,1.9,23.9,4425322,51.8,2.9,11,1.7,32.5,3035785,55.2,0.9,10.6,1.7,31.6,4745162,47.6,10.2,13.3,2.1,26.8,2823731,49.6,2.9,14.6,2.3,30.6,2.5
Oklahoma,3002447,51.1,6.6,13.1,2.2,27,1473349,52.5,3,12.1,1.8,30.6,134907,1.2,0,0.1,0,98.7,403277,35.9,0.1,5.8,1.9,56.2,233759,61.8,0.5,16.6,3.2,17.9,253928,64.6,1.6,20,2.5,11.3,218501,70.6,3.1,18.3,1.5,6.5,228977,71.7,13.5,11.1,0.9,2.8,1529098,49.9,10.1,14,2.5,23.6,125936,2.6,0,0.2,0.2,97,386848,44.3,0.4,7.6,3.4,44.3,230921,63.7,1.5,18.2,4.1,12.4,259320,63.5,3.8,21.4,3.3,8,233436,63,9.2,21.1,2.1,4.6,292637,44,40.2,12.9,0.6,2.3,2816720,51.9,6.7,13.1,2.1,26.3,2285052,54.5,7.1,13.1,1.9,23.4,210289,30.1,5.7,14.2,3.9,46.2,195215,43.6,5.2,14.9,2.7,33.5,55336,57,3.8,5,1.2,33,3106,51.4,3.8,8.1,0.8,36,67722,49.5,2.3,8.3,4.1,35.8,185727,39.9,4.9,13.6,3,38.6,225152,48.9,2.3,8.1,3.4,37.4,2152076,54.8,7.4,13.5,1.8,22.6,2806140,50.5,6.8,13.6,2.1,27.1,196307,60.8,3.6,6.4,2.9,26.3,1446917,53.4,3,12.3,1.9,29.4,988462,57.7,1.1,11.6,1.9,27.7,1503866,50.7,10.2,14.3,2.5,22.3,845904,52,3.6,16.3,2.9,25.1,2.7
Oregon,3154542,50.2,5.5,12.9,1.8,29.5,1548663,51.5,2.5,11.5,1.6,32.9,129066,0.7,0,0.1,0.2,99.1,398282,30.3,0.1,4.2,1.4,64,256045,61.9,0.3,13.3,2.4,22.1,261094,62.7,1,18.5,2.8,15,252955,69,2.3,18.6,1.4,8.7,251221,71.3,11.7,12.7,0.9,3.5,1605879,48.9,8.4,14.4,2,26.3,121887,1.2,0,0.1,0.1,98.6,390204,38.3,0.2,5.9,2.2,53.3,248473,63.6,0.9,16,3.3,16.2,268105,63.4,2.5,21,3,10.1,268358,62.9,6.4,22.4,1.9,6.3,308852,44.7,35,16.5,0.7,3.1,3061653,50.7,5.6,13,1.8,29,2738132,51,5.9,13.4,1.7,28,54056,30.4,3.8,15.9,3.2,46.7,36682,38.6,4.5,15.6,3.1,38.2,121109,56.8,4,6,1.4,31.9,10839,50.3,3.1,6.7,2.7,37.3,100835,48.1,1.6,6.5,4.7,39.1,92889,34.2,3.1,12.5,2.6,47.7,306880,45.8,1.8,7.4,3.7,41.2,2554754,51.4,6.2,13.8,1.6,27.1,2796052,48.9,5.7,13.7,1.6,30.1,358490,60.3,4.3,7.2,3.2,25,1523003,52.3,2.6,11.7,1.6,31.8,1034513,55.1,0.8,10.9,1.7,31.4,1583023,49.6,8.5,14.6,2,25.2,926774,50.3,2.5,15.8,2.4,29.1,2.9
Pennsylvania,10473699,48.7,7.2,9.3,2.2,32.7,5057367,50.9,3.1,8.3,1.9,35.7,453052,0.5,0,0,0.1,99.4,1222599,25.6,0.1,2.3,1.2,70.8,787115,62.4,0.4,9.5,3,24.7,935571,64.9,1,14.1,3.2,16.8,812062,70.6,2.5,13.8,2.3,10.8,846968,69.4,14.5,8.7,1.3,6.1,5416332,46.6,11,10.2,2.4,29.8,434303,0.6,0,0,0.1,99.3,1201926,31.9,0.2,3.4,2,62.4,795940,63.4,0.9,11.8,4.4,19.4,967027,64.1,2.9,16,4,13.1,859303,63.2,8.1,16.7,2.5,9.5,1157833,40.5,42,10.3,0.9,6.3,10341083,48.9,7.2,9.3,2.2,32.4,8771515,52,7.5,9.4,1.9,29.3,1080063,24.8,6.4,10.1,4.5,54.2,16541,37.4,5.6,13.1,5,38.9,292473,57.9,3.8,3.5,1.2,33.6,2911,30.9,3.7,10.1,4.2,51.1,177580,31.7,2.7,8.3,4.7,52.6,132616,29.7,3.4,8.5,2.9,55.4,525554,35.6,3,8,4.4,49.1,8481472,52.4,7.7,9.5,1.8,28.7,9758434,47.9,7.2,9.5,2.2,33.2,715265,59.2,6,6.6,2.8,25.5,4973646,51.8,3.1,8.5,2,34.7,3389868,55.9,1,8.2,2,33,5336758,47.3,11.1,10.3,2.5,28.8,3113893,50.2,3.2,11.6,2.8,32.1,3.4
Rhode Island,872638,45.1,6.6,11,1.9,35.4,416678,47.6,2.7,9.5,1.5,38.8,38976,0.4,0,0,0,99.5,106456,22,0,2.3,0.8,74.9,65041,59.6,0.4,10.2,2.5,27.3,76937,62,0.7,17.2,2.4,17.8,64624,68.5,1.8,15.9,2.1,11.7,64644,68,14.1,10.6,1.2,6.1,455960,42.8,10.3,12.4,2.2,32.3,39048,0.7,0,0,0,99.3,105566,27.7,0.2,3.1,1.9,67.1,68261,59.6,1,15.4,3.5,20.5,82488,60.3,2.7,20.1,3.4,13.6,69683,59,7.1,21.6,3,9.3,90914,37.4,42.6,12.2,1,6.7,855695,45.4,6.7,11,1.9,35,727019,47.3,7.2,11.5,1.5,32.4,50355,29.7,4.6,8.6,4.5,52.5,3467,23.9,9.1,15.3,2.9,48.9,26463,44.2,3.8,4.7,1.3,45.9,292,33.9,0,0,0,66.1,48099,34.3,2.6,9.7,4.7,48.7,16943,29.8,3.6,9,2.6,55,96298,35.2,2.5,9.6,5,47.7,685202,47.8,7.5,11.6,1.3,31.8,740430,43.8,6.6,11.3,1.6,36.7,132208,52.1,6.6,9.3,3.7,28.3,409681,48.4,2.7,9.6,1.6,37.7,290137,51.7,0.7,9.4,1.4,36.8,449704,43.4,10.4,12.6,2.3,31.4,279038,46.4,2.8,13.6,2.5,34.7,3.5
South Carolina,3781806,47.9,6.8,10.4,3.4,31.5,1819876,50.3,2.9,9.4,2.9,34.5,165949,0.8,0,0,0.1,99,471227,28.4,0.2,3.3,1.9,66.3,294672,59.7,0.5,12,4.9,22.9,316102,62.3,1.3,15.9,4.7,15.8,281679,69.3,3.4,15.5,3.6,8.3,290247,73.2,12.6,8.7,1.8,3.7,1961930,45.7,10.5,11.3,3.8,28.7,155591,1.2,0,0,0.2,98.6,469641,33.8,0.3,4.5,3.4,58.1,304669,58.2,1.5,14.2,6.8,19.3,338989,60,3.8,18.4,5.8,11.9,317072,61.1,10.1,17.7,3.7,7.3,375968,43.1,41.1,10.4,1.5,3.8,3737117,48.1,6.9,10.4,3.4,31.3,2606429,55,6.8,10.7,2.4,25,1014566,29.9,7.4,10.1,5.7,47,12134,41.7,6.1,13.1,5.9,33.3,49697,60.7,4.3,4.9,1.7,28.5,1483,43.2,1.8,13.7,0.8,40.5,52808,47.4,1.3,5.1,4.8,41.4,44689,32.8,4,9.7,3.2,50.2,166603,47.3,1.9,5.8,4,40.9,2502883,55.3,7,10.9,2.4,24.4,3569797,47.3,7,10.6,3.4,31.7,212009,59.2,4.1,6.1,3.2,27.4,1788224,51.2,2.9,9.5,3,33.4,1187087,54.5,1.1,9.1,3,32.4,1932476,46.4,10.6,11.5,3.8,27.6,1108568,47.3,3.6,13.1,4.5,31.5,3.5
South Dakota,654528,52.5,6.1,10.7,1.3,29.4,326286,53,2.6,10.3,1.2,32.9,29628,0.6,0,0.1,0.1,99.2,86357,33.8,0.1,4.7,1,60.5,48193,63.4,0.3,12.5,2.3,21.5,57462,66.6,0.7,17.2,1.8,13.8,51765,71.3,2.1,16.5,1.2,8.9,52881,71.3,12.7,9.9,0.4,5.7,328242,52,9.7,11,1.3,26,28223,0.9,0,0,0.2,98.9,79786,42.5,0.4,6,1.5,49.6,45774,66.2,1,16.4,3.1,13.3,56747,69.7,2.3,16.8,1.9,9.3,51117,70,6.2,16.3,0.9,6.6,66595,46.5,39.7,9,0.3,4.4,644200,52.9,6.2,10.6,1.2,29.1,575987,55.4,6.5,10.4,1,26.7,7928,38.9,3.3,9.8,3,45,48117,24.8,4.4,14.8,3.2,52.7,6645,54.2,2.2,4.9,1.3,37.5,218,63.8,8.3,2.3,0,25.7,5305,50.5,0.5,5.3,6.7,37,10328,28.5,3.6,14.2,1.7,52,16012,40.8,1.7,8.9,5.1,43.5,567336,55.7,6.5,10.4,1,26.5,633774,52.4,6.2,10.8,1.2,29.4,20754,55.3,3.4,7.2,3.6,30.5,320094,54,2.6,10.5,1.2,31.6,234134,57.2,0.8,10,1.1,30.9,323283,52.8,9.8,11.2,1.4,24.8,210077,55.7,3,12.7,1.6,27,2.1
Tennessee,5163680,50.1,6.5,12.7,2.3,28.4,2488361,52.3,2.7,11.7,2,31.3,219159,0.8,0,0,0.1,99,633200,32.2,0.1,5.1,1.9,60.6,421952,62.5,0.4,15,3.1,19,445646,63.9,1.2,19,2.7,13.2,384562,69.7,2.8,18.1,2.1,7.4,383842,72.4,12.8,10.5,1.1,3.2,2675319,48,10.1,13.6,2.6,25.6,209042,1.8,0,0.1,0.1,97.9,641648,39.2,0.3,6.7,3.1,50.7,429585,62.2,1.2,17,4.7,14.9,469883,61.7,3.9,21.1,3.5,9.8,421067,61.4,9.6,20.4,2.3,6.3,504094,42.5,40.6,12.5,0.9,3.4,5100487,50.2,6.6,12.7,2.3,28.2,4117336,54.7,6.8,13,1.8,23.7,827194,27.6,6,12.5,4.8,49.1,13585,45.3,6.9,15.1,2.8,29.9,76039,61.6,3.7,4.7,1.1,29.1,2295,55.3,1.4,6.9,6.8,29.6,64038,47.3,1.3,5,4,42.4,63193,35.4,4.9,14.9,2.7,42.1,199336,48.7,1.9,6.6,3.2,39.6,3992915,54.8,7,13.1,1.8,23.3,4889198,49.5,6.7,13.1,2.3,28.4,274482,59.9,3.3,6,2.5,28.4,2444387,53.2,2.8,11.9,2,30.1,1647220,56.9,0.9,11.4,2,28.8,2634046,48.8,10.3,13.9,2.7,24.4,1493445,50.3,3.4,15.7,3,27.6,2.8
Texas,19843578,50,5.2,10.8,2.7,31.2,9769112,51.7,2.2,9.4,2.2,34.5,970767,1.1,0,0,0.1,98.7,2834509,33.8,0.1,3.9,1.8,60.4,1750437,65.2,0.4,11.6,3.3,19.5,1704094,66.8,1.1,15.8,3.1,13.3,1309517,71.5,2.6,16,2.6,7.4,1199788,72.3,12.5,10.2,1.5,3.4,10074466,48.3,8.2,12.2,3.2,28,913780,2.5,0,0.1,0.1,97.2,2734518,40.8,0.3,5.7,3.5,49.6,1760543,63.9,1.2,14.7,5.1,15.1,1731002,63.3,3.4,19.1,4.5,9.8,1398065,61.5,9,20.1,3,6.3,1536558,42.4,39.4,13.3,1.4,3.6,19493839,50.2,5.3,10.8,2.7,31,14934298,52.6,5.5,11,2.4,28.4,2333152,32.6,5.5,13.1,4.5,44.3,100701,46.9,4.2,12.8,3.5,32.6,809835,62.6,3.3,4.6,1.1,28.3,16077,47.4,3.6,10.8,2.7,35.5,1299776,46.6,3.2,7.8,4.1,38.3,349739,39.3,3.3,11.1,2.8,43.4,6870440,47.5,3.7,8.3,3.9,36.6,9577207,55.2,6.4,12.5,1.6,24.3,15872962,47,5.5,11.9,2.5,33.2,3970616,61.9,4.3,6.6,3.8,23.4,9577586,52.7,2.2,9.5,2.2,33.2,6918782,57.4,0.8,9.2,2.2,30.4,9890550,49.2,8.3,12.5,3.3,26.7,5772249,49,3,14.9,3.9,29.1,3
Utah,2066020,56.6,3.8,9.2,1.6,28.9,1030352,57.2,1.7,8.2,1.3,31.8,112039,1,0,0,0.1,98.8,344752,45.8,0.1,4.5,1.2,48.4,177588,72.6,0.3,10.9,1.9,14.3,152915,73.5,1,14,1.9,9.5,124113,77.2,2.1,13.6,1.3,5.8,118945,78,10.1,8.9,0.7,2.3,1035668,56,5.9,10.2,1.9,26.1,108561,2.1,0,0.1,0.1,97.7,332862,54.5,0.2,5.5,2.2,37.6,170372,71.6,0.9,13.4,3.2,10.9,153145,71.7,2.3,16,2.7,7.3,128260,70.4,6.5,17,1.2,4.9,142468,51.9,32.6,12.6,0.6,2.4,2031368,56.9,3.8,9.2,1.6,28.6,1845515,57.7,3.9,9.4,1.4,27.6,20608,34.3,3.8,10.2,2.8,49,23364,36.8,3.4,8.9,3,47.9,47328,57.6,3.8,5.1,1.2,32.2,17587,55.9,2.4,4.7,2.3,34.6,76966,49.6,2.3,7.3,3.5,37.4,34652,37.7,1.7,8.6,1.9,50.1,242649,49.9,2.2,7.5,3.3,37.1,1691795,58.3,4,9.6,1.3,26.8,1849050,55.9,3.8,9.5,1.4,29.4,216970,62.1,3.6,6.5,2.8,25,1006924,58.5,1.7,8.3,1.3,30.2,772612,62.3,0.6,7.9,1.3,27.9,1014215,57.2,6,10.4,1.9,24.6,609753,54.6,1.9,12.4,2.4,28.7,2.3
Vermont,523463,50.5,5.5,11.9,1.3,30.7,255692,51.6,2.3,10.8,1.1,34.1,23432,0.4,0,0,0,99.6,57932,23.7,0.1,2.9,0.6,72.7,38018,63.1,0.2,12.3,1.9,22.5,48328,65.5,0.6,17.9,1.9,14.3,45439,71.2,1.7,17.2,1.2,8.7,42543,70.8,11.4,11.5,0.9,5.4,267771,49.5,8.5,13,1.4,27.5,22226,0.5,0,0,0.1,99.4,56733,31.4,0.1,5,1.2,62.3,38599,68,0.7,14.8,2.7,13.8,50795,66,2.4,19.3,2.5,9.9,46883,66.3,6,19.8,1,7,52535,45.5,35.2,13.7,0.6,5,515964,50.7,5.5,11.9,1.3,30.5,501568,51,5.6,12,1.3,30.1,4827,29.9,5.1,8.5,3.4,53.2,1563,34.4,6.8,18.3,2,38.5,6498,51.4,2.2,5.8,1.1,39.5,102,14.7,0,0,0,85.3,1406,40.5,5.2,9.7,1.8,42.8,7499,38,3.5,13.2,1.1,44.1,7370,37.7,3.5,9.3,2.3,47.2,496179,51.1,5.6,12.1,1.2,30,499496,50.1,5.4,12.1,1.3,31.1,23967,60.5,7.7,8.2,1.8,21.8,251716,52.4,2.4,11,1.2,33,178857,55.3,0.7,10.9,1.1,31.9,263768,50.3,8.7,13.2,1.4,26.4,169638,53.5,2.6,14.1,1.6,28.2,2.4
Virginia,6559098,50.7,5.6,9.9,2.6,31.2,3191903,52.5,2.3,8.5,2.2,34.4,281842,0.8,0,0,0.1,99,859297,30,0.1,3,1.8,65.1,546282,65.2,0.4,9.8,3.4,21.2,588482,67.1,0.9,14.5,3.3,14.2,471508,72.4,2.4,14.1,2.4,8.7,444492,73.1,12.3,9.1,1.4,4.1,3367195,48.9,8.7,11.3,2.9,28.2,268035,1.1,0,0,0.1,98.8,836934,37.2,0.2,4.3,3.1,55.2,557479,65.5,0.9,12.4,4.7,16.5,614467,64.4,2.7,17.5,4.2,11.2,511486,62.8,8,18.8,2.6,7.8,578794,43.2,39.4,12.3,1,4.1,6425924,51,5.6,10,2.6,30.9,4653779,54.7,5.9,10.1,2.2,27.2,1244317,33.9,5.9,11.5,4.4,44.3,20874,43,5.7,13.5,3.5,34.3,368750,63.4,3.6,4.2,1.1,27.6,4745,50.2,2.9,7,0.6,39.2,133459,47.5,1.7,6.4,3.4,41,133174,36.3,3,9.2,2.7,48.7,476241,47.1,2.1,6.8,3.4,40.7,4351973,55.1,6.1,10.3,2.1,26.4,5687598,49,5.8,10.5,2.6,32.1,871500,61.4,4,6.6,2.6,25.4,3138436,53.4,2.4,8.7,2.3,33.3,2261360,57.3,0.8,8.4,2.3,31.2,3315180,49.7,8.8,11.5,2.9,27.1,2042251,50.7,2.9,13,3.6,29.9,3.1
